CbWHA1_1074.1.p1	CFAC1_300057500.1-p1	636
CbWHA1_1075.1.p1	CFAC1_300057600.1-p1	410
CbWHA1_1076.1.p1	CFAC1_300057700.1-p1	890
CbWHA1_1077.1.p1	CFAC1_300057800.1-p1	1501
CbWHA1_1078.1.p1	CFAC1_300057900.1-p1	567
CbWHA1_1079.1.p1	CFAC1_300058000.1-p1	639
CbWHA1_108.1.p1	CFAC1_290028200.1-p1	565
CbWHA1_1082.1.p1	CFAC1_190043100.1-p1	934
CbWHA1_1084.1.p1	CFAC1_190043300.1-p1	289
CbWHA1_1085.1.p1	CFAC1_190043200.1-p1	952
CbWHA1_1086.1.p1	CFAC1_190043000.1-p1	1137
CbWHA1_1087.1.p1	CFAC1_190042900.1-p1	1872
CbWHA1_1088.1.p1	CFAC1_190042800.1-p1	983
CbWHA1_1089.1.p1	CFAC1_190042700.1-p1	520
CbWHA1_109.1.p1	CFAC1_290028700.1-p1	714
CbWHA1_1090.1.p1	CFAC1_190042600.1-p1	455
CbWHA1_1091.1.p1	CFAC1_190042400.1-p1	760
CbWHA1_1092.1.p1	CFAC1_190042300.1-p1	662
CbWHA1_1094.1.p1	CFAC1_190042000.1-p1	775
CbWHA1_1096.1.p1	CFAC1_190041800.1-p1	680
CbWHA1_1097.1.p1	CFAC1_190041700.1-p1	1847
CbWHA1_1098.1.p1	CFAC1_190041500.1-p1	1188
CbWHA1_1099.1.p1	CFAC1_190041400.1-p1	533
CbWHA1_11.1.p1	CFAC1_160030600.1-p1	747
CbWHA1_1100.1.p1	CFAC1_190041200.1-p1	337
CbWHA1_1102.1.p1	CFAC1_190040900.1-p1	1302
CbWHA1_1103.1.p1	CFAC1_190040800.1-p1	293
CbWHA1_1106.1.p1	CFAC1_190040400.1-p1	585
CbWHA1_1107.1.p1	CFAC1_190040300.1-p1	1139
CbWHA1_1108.1.p1	CFAC1_190040200.1-p1	832
CbWHA1_111.1.p1	CFAC1_290028400.1-p1	392
CbWHA1_1110.1.p1	CFAC1_190039900.1-p1	290
CbWHA1_1111.1.p1	CFAC1_190039700.1-p1	610
CbWHA1_1112.1.p1	CFAC1_190039500.1-p1	728
CbWHA1_1113.1.p1	CFAC1_190039400.1-p1	534
CbWHA1_1114.1.p1	CFAC1_190039300.1-p1	216
CbWHA1_1115.1.p1	CFAC1_190039000.1-p1	499
CbWHA1_1116.1.p1	CFAC1_300099300.1-p1	706
CbWHA1_1117.1.p1	CFAC1_190038700.1-p1	1003
CbWHA1_1118.1.p1	CFAC1_190038600.1-p1	1114
CbWHA1_1119.1.p1	CFAC1_190038400.1-p1	476
CbWHA1_1120.1.p1	CFAC1_190038300.1-p1	177
CbWHA1_1121.1.p1	CFAC1_190038200.1-p1	223
CbWHA1_1122.1.p1	CFAC1_190038100.1-p1	1222
CbWHA1_1123.1.p1	CFAC1_190038000.1-p1	189
CbWHA1_1124.1.p1	CFAC1_190037800.1-p1	412
CbWHA1_1125.1.p1	CFAC1_190037700.1-p1	594
CbWHA1_1126.1.p1	CFAC1_190037600.1-p1	627
CbWHA1_1127.1.p1	CFAC1_190037500.1-p1	612
CbWHA1_1128.1.p1	CFAC1_190037400.1-p1	442
CbWHA1_1129.1.p1	CFAC1_190037300.1-p1	904
CbWHA1_113.1.p1	CFAC1_290028800.1-p1	394
CbWHA1_1130.1.p1	CFAC1_190036300.1-p1	715
CbWHA1_1131.1.p1	CFAC1_190037000.1-p1	251
CbWHA1_1132.1.p1	CFAC1_190036900.1-p1	624
CbWHA1_1133.1.p1	CFAC1_190036800.1-p1	533
CbWHA1_1134.1.p1	CFAC1_190036600.1-p1	280
CbWHA1_1135.1.p1	CFAC1_190036500.1-p1	649
CbWHA1_1136.1.p1	CFAC1_190036200.1-p1	625
CbWHA1_1137.1.p1	CFAC1_190036100.1-p1	126
CbWHA1_1138.1.p1	CFAC1_190036000.1-p1	858
CbWHA1_1139.1.p1	CFAC1_190035900.1-p1	504
CbWHA1_114.1.p1	CFAC1_290028900.1-p1	419
CbWHA1_1141.1.p1	CFAC1_190035600.1-p1	284
CbWHA1_1142.1.p1	CFAC1_190035500.1-p1	439
CbWHA1_1143.1.p1	CFAC1_190035400.1-p1	1006
CbWHA1_1144.1.p1	CFAC1_190035300.1-p1	1102
CbWHA1_1145.1.p1	CFAC1_190035200.1-p1	749
CbWHA1_1146.1.p1	CFAC1_190035000.1-p1	1468
CbWHA1_1147.1.p1	CFAC1_190034900.1-p1	225
CbWHA1_1148.1.p1	CFAC1_190034800.1-p1	389
CbWHA1_1149.1.p1	CFAC1_190034600.1-p1	462
CbWHA1_115.1.p1	CFAC1_290029000.1-p1	555
CbWHA1_1151.1.p1	CFAC1_190033800.1-p1	1050
CbWHA1_1153.1.p1	CFAC1_190034200.1-p1	573
CbWHA1_1154.1.p1	CFAC1_190034100.1-p1	1776
CbWHA1_1156.1.p1	CFAC1_190033900.1-p1	398
CbWHA1_1157.1.p1	CFAC1_190033700.1-p1	1035
CbWHA1_1158.1.p1	CFAC1_190033600.1-p1	829
CbWHA1_1159.1.p1	CFAC1_190033500.1-p1	374
CbWHA1_116.1.p1	CFAC1_290029100.1-p1	565
CbWHA1_1160.1.p1	CFAC1_190033400.1-p1	353
CbWHA1_1161.1.p1	CFAC1_190033200.1-p1	385
CbWHA1_1162.1.p1	CFAC1_190033100.1-p1	272
CbWHA1_1163.1.p1	CFAC1_190032900.1-p1	338
CbWHA1_1164.1.p1	CFAC1_190032700.1-p1	872
CbWHA1_1166.1.p1	CFAC1_190032500.1-p1	523
CbWHA1_1167.1.p1	CFAC1_190032400.1-p1	361
CbWHA1_1168.1.p1	CFAC1_190032300.1-p1	336
CbWHA1_1169.1.p1	CFAC1_190032200.1-p1	521
CbWHA1_117.1.p1	CFAC1_290029200.1-p1	514
CbWHA1_1171.1.p1	CFAC1_190031900.1-p1	824
CbWHA1_1173.1.p1	CFAC1_190031700.1-p1	421
CbWHA1_1174.1.p1	CFAC1_190031600.1-p1	50.4
CbWHA1_1175.1.p1	CFAC1_190031500.1-p1	369
CbWHA1_1177.1.p1	CFAC1_190031400.1-p1	431
CbWHA1_1178.1.p1	CFAC1_190031200.1-p1	403
CbWHA1_1179.1.p1	CFAC1_190031100.1-p1	594
CbWHA1_118.1.p1	CFAC1_290029300.1-p1	561
CbWHA1_1180.1.p1	CFAC1_190031000.1-p1	834
CbWHA1_1181.1.p1	CFAC1_190030800.1-p1	266
CbWHA1_1182.1.p1	CFAC1_190030600.1-p1	589
CbWHA1_1183.1.p1	CFAC1_190030400.1-p1	525
CbWHA1_1184.1.p1	CFAC1_190030300.1-p1	515
CbWHA1_1186.1.p1	CFAC1_190029600.1-p1	132
CbWHA1_1187.1.p1	CFAC1_190029500.1-p1	148
CbWHA1_1188.1.p1	CFAC1_190030000.1-p1	412
CbWHA1_1189.1.p1	CFAC1_190029900.1-p1	400
CbWHA1_1190.1.p1	CFAC1_190029800.1-p1	404
CbWHA1_1192.1.p1	CFAC1_190029400.1-p1	856
CbWHA1_1193.1.p1	CFAC1_190029300.1-p1	250
CbWHA1_1194.1.p1	CFAC1_190029200.1-p1	759
CbWHA1_1195.1.p1	CFAC1_190029100.1-p1	505
CbWHA1_1197.1.p1	CFAC1_190028000.1-p1	543
CbWHA1_1198.1.p1	CFAC1_190027800.1-p1	638
CbWHA1_1200.1.p1	CFAC1_190028700.1-p1	509
CbWHA1_1204.1.p1	CFAC1_190027700.1-p1	1271
CbWHA1_1205.1.p1	CFAC1_190027600.1-p1	317
CbWHA1_1207.1.p1	CFAC1_190027400.1-p1	1760
CbWHA1_1208.1.p1	CFAC1_190027000.1-p1	838
CbWHA1_1209.1.p1	CFAC1_190027300.1-p1	776
CbWHA1_121.1.p1	CFAC1_290029600.1-p1	347
CbWHA1_1210.1.p1	CFAC1_190027200.1-p1	459
CbWHA1_1211.1.p1	CFAC1_190027100.1-p1	182
CbWHA1_1212.1.p1	CFAC1_190026900.1-p1	761
CbWHA1_1213.1.p1	CFAC1_190026800.1-p1	394
CbWHA1_1214.1.p1	CFAC1_190026700.1-p1	810
CbWHA1_1215.1.p1	CFAC1_190026600.1-p1	355
CbWHA1_1216.1.p1	CFAC1_190026400.1-p1	519
CbWHA1_1217.1.p1	CFAC1_190026300.1-p1	639
CbWHA1_1218.1.p1	CFAC1_190026200.1-p1	312
CbWHA1_1219.1.p1	CFAC1_190025700.1-p1	1072
CbWHA1_122.1.p1	CFAC1_290029800.1-p1	854
CbWHA1_1223.1.p1	CFAC1_190025500.1-p1	888
CbWHA1_1224.1.p1	CFAC1_190025400.1-p1	366
CbWHA1_1225.1.p1	CFAC1_290070000.1-p1	143
CbWHA1_1226.1.p1	CFAC1_190024800.1-p1	1281
CbWHA1_1228.1.p1	CFAC1_190024600.1-p1	597
CbWHA1_1229.1.p1	CFAC1_220033400.1-p1	221
CbWHA1_123.1.p1	CFAC1_290029900.1-p1	743
CbWHA1_1231.1.p1	CFAC1_190024200.1-p1	281
CbWHA1_1232.1.p1	CFAC1_190024100.1-p1	367
CbWHA1_1233.1.p1	CFAC1_190024000.1-p1	811
CbWHA1_1235.1.p1	CFAC1_190023700.1-p1	447
CbWHA1_1236.1.p1	CFAC1_190023600.1-p1	2203
CbWHA1_1237.1.p1	CFAC1_190023500.1-p1	991
CbWHA1_1238.1.p1	CFAC1_190023300.1-p1	438
CbWHA1_1239.1.p1	CFAC1_190023200.1-p1	662
CbWHA1_124.1.p1	CFAC1_290030000.1-p1	304
CbWHA1_1241.1.p1	CFAC1_190023000.1-p1	345
CbWHA1_1243.1.p1	CFAC1_190022700.1-p1	540
CbWHA1_1244.1.p1	CFAC1_190022600.1-p1	831
CbWHA1_1246.1.p1	CFAC1_190022300.1-p1	1276
CbWHA1_1247.1.p1	CFAC1_190022100.1-p1	1079
CbWHA1_1248.1.p1	CFAC1_190022000.1-p1	850
CbWHA1_1249.1.p1	CFAC1_190021900.1-p1	498
CbWHA1_125.1.p1	CFAC1_290030100.1-p1	399
CbWHA1_1250.1.p1	CFAC1_190021800.1-p1	145
CbWHA1_1251.1.p1	CFAC1_190021700.1-p1	374
CbWHA1_1252.1.p1	CFAC1_190021600.1-p1	355
CbWHA1_1253.1.p1	CFAC1_190021300.1-p1	727
CbWHA1_1255.1.p1	CFAC1_190020100.1-p1	534
CbWHA1_1256.1.p1	CFAC1_190020000.1-p1	298
CbWHA1_1257.1.p1	CFAC1_190020900.1-p1	526
CbWHA1_1258.1.p1	CFAC1_190020800.1-p1	540
CbWHA1_1259.1.p1	CFAC1_190020700.1-p1	1806
CbWHA1_1260.1.p1	CFAC1_190020600.1-p1	2293
CbWHA1_1261.1.p1	CFAC1_190020500.1-p1	356
CbWHA1_1264.1.p1	CFAC1_190019900.1-p1	1125
CbWHA1_1265.1.p1	CFAC1_190019800.1-p1	511
CbWHA1_1266.1.p1	CFAC1_190019700.1-p1	999
CbWHA1_1269.1.p1	CFAC1_190019400.1-p1	645
CbWHA1_127.1.p1	CFAC1_290030500.1-p1	640
CbWHA1_1270.1.p1	CFAC1_190019300.1-p1	1696
CbWHA1_1271.1.p1	CFAC1_190019200.1-p1	462
CbWHA1_1272.1.p1	CFAC1_190019100.1-p1	1551
CbWHA1_1273.1.p1	CFAC1_190019000.1-p1	853
CbWHA1_1274.1.p1	CFAC1_190018900.1-p1	854
CbWHA1_1276.1.p1	CFAC1_190018700.1-p1	1448
CbWHA1_1277.1.p1	CFAC1_190015500.1-p1	1634
CbWHA1_1278.1.p1	CFAC1_190015400.1-p1	588
CbWHA1_1279.1.p1	CFAC1_190018600.1-p1	599
CbWHA1_1282.1.p1	CFAC1_190015800.1-p1	690
CbWHA1_1283.1.p1	CFAC1_190015600.1-p1	845
CbWHA1_1284.1.p1	CFAC1_190015300.1-p1	573
CbWHA1_1285.1.p1	CFAC1_190015100.1-p1	566
CbWHA1_1288.1.p1	CFAC1_190013400.1-p1	401
CbWHA1_1289.1.p1	CFAC1_190014600.1-p1	1411
CbWHA1_1292.1.p1	CFAC1_190013500.1-p1	506
CbWHA1_1293.1.p1	CFAC1_190013300.1-p1	203
CbWHA1_1294.1.p1	CFAC1_190013200.1-p1	446
CbWHA1_1295.1.p1	CFAC1_190013100.1-p1	1540
CbWHA1_1296.1.p1	CFAC1_190013000.1-p1	459
CbWHA1_1298.1.p1	CFAC1_190012700.1-p1	1056
CbWHA1_1299.1.p1	CFAC1_190012600.1-p1	343
CbWHA1_13.1.p1	CFAC1_160030400.1-p1	475
CbWHA1_130.1.p1	CFAC1_290030700.1-p1	915
CbWHA1_1300.1.p1	CFAC1_190012400.1-p1	632
CbWHA1_1301.1.p1	CFAC1_190012300.1-p1	1060
CbWHA1_1302.1.p1	CFAC1_190012200.1-p1	552
CbWHA1_1303.1.p1	CFAC1_190012100.1-p1	452
CbWHA1_1304.1.p1	CFAC1_190012000.1-p1	807
CbWHA1_1305.1.p1	CFAC1_190011900.1-p1	278
CbWHA1_1306.1.p1	CFAC1_190011800.1-p1	217
CbWHA1_1308.1.p1	CFAC1_190011600.1-p1	278
CbWHA1_1309.1.p1	CFAC1_190011500.1-p1	290
CbWHA1_131.1.p1	CFAC1_290030800.1-p1	1451
CbWHA1_1310.1.p1	CFAC1_190011400.1-p1	599
CbWHA1_1311.1.p1	CFAC1_190011300.1-p1	398
CbWHA1_1312.1.p1	CFAC1_190011200.1-p1	351
CbWHA1_1314.1.p1	CFAC1_190011100.1-p1	625
CbWHA1_1315.1.p1	CFAC1_190010900.1-p1	291
CbWHA1_1316.1.p1	CFAC1_190010800.1-p1	1008
CbWHA1_1317.1.p1	CFAC1_190010700.1-p1	506
CbWHA1_1318.1.p1	CFAC1_190010600.1-p1	468
CbWHA1_1319.1.p1	CFAC1_190010500.1-p1	405
CbWHA1_132.1.p1	CFAC1_290030900.1-p1	804
CbWHA1_1321.1.p1	CFAC1_190010300.1-p1	997
CbWHA1_1322.1.p1	CFAC1_190010200.1-p1	1082
CbWHA1_1323.1.p1	CFAC1_190010100.1-p1	876
CbWHA1_1324.1.p1	CFAC1_190010000.1-p1	457
CbWHA1_1325.1.p1	CFAC1_190009900.1-p1	359
CbWHA1_1326.1.p1	CFAC1_190009800.1-p1	263
CbWHA1_1327.1.p1	CFAC1_190009700.1-p1	1330
CbWHA1_1329.1.p1	CFAC1_190009200.1-p1	308
CbWHA1_133.1.p1	CFAC1_290031000.1-p1	885
CbWHA1_1330.1.p1	CFAC1_190009500.1-p1	663
CbWHA1_1331.1.p1	CFAC1_190009400.1-p1	495
CbWHA1_1332.1.p1	CFAC1_190009300.1-p1	1162
CbWHA1_1333.1.p1	CFAC1_190009100.1-p1	2649
CbWHA1_1334.1.p1	CFAC1_190008900.1-p1	323
CbWHA1_1335.1.p1	CFAC1_190008800.1-p1	429
CbWHA1_1336.1.p1	CFAC1_190008700.1-p1	1749
CbWHA1_1337.1.p1	CFAC1_190008600.1-p1	1409
CbWHA1_1338.1.p1	CFAC1_190008500.1-p1	2762
CbWHA1_1339.1.p1	CFAC1_190008400.1-p1	823
CbWHA1_1341.1.p1	CFAC1_190008200.1-p1	1124
CbWHA1_1342.1.p1	CFAC1_190008100.1-p1	716
CbWHA1_1343.1.p1	CFAC1_190007900.1-p1	1084
CbWHA1_1346.1.p1	CFAC1_190007500.1-p1	1152
CbWHA1_1347.1.p1	CFAC1_190007400.1-p1	1514
CbWHA1_1348.1.p1	CFAC1_190007300.1-p1	434
CbWHA1_1349.1.p1	CFAC1_190007200.1-p1	1677
CbWHA1_135.1.p1	CFAC1_290031300.1-p1	655
CbWHA1_1350.1.p1	CFAC1_190007100.1-p1	442
CbWHA1_1351.1.p1	CFAC1_190007000.1-p1	405
CbWHA1_1352.1.p1	CFAC1_190006600.1-p1	502
CbWHA1_1353.1.p1	CFAC1_190006500.1-p1	456
CbWHA1_1354.1.p1	CFAC1_190006400.1-p1	566
CbWHA1_1355.1.p1	CFAC1_190006300.1-p1	635
CbWHA1_1356.1.p1	CFAC1_190006200.1-p1	595
CbWHA1_1357.1.p1	CFAC1_190006100.1-p1	563
CbWHA1_1358.1.p1	CFAC1_190006000.1-p1	259
CbWHA1_136.1.p1	CFAC1_280022100.1-p1	123
CbWHA1_1360.1.p1	CFAC1_020006100.1-p1	70.9
CbWHA1_137.1.p1	CFAC1_290031700.1-p1	636
CbWHA1_1371.1.p1	CFAC1_140005900.1-p1	1125
CbWHA1_1372.1.p1	CFAC1_140006000.1-p1	205
CbWHA1_1373.1.p1	CFAC1_140006200.1-p1	338
CbWHA1_1374.1.p1	CFAC1_140006300.1-p1	670
CbWHA1_1375.1.p1	CFAC1_140006400.1-p1	639
CbWHA1_1377.1.p1	CFAC1_140006600.1-p1	841
CbWHA1_1378.1.p1	CFAC1_140006700.1-p1	943
CbWHA1_1379.1.p1	CFAC1_140006800.1-p1	1283
CbWHA1_138.1.p1	CFAC1_290031800.1-p1	2671
CbWHA1_1380.1.p1	CFAC1_140006900.1-p1	504
CbWHA1_1381.1.p1	CFAC1_140007000.1-p1	2072
CbWHA1_1382.1.p1	CFAC1_140007100.1-p1	193
CbWHA1_1384.1.p1	CFAC1_140007400.1-p1	882
CbWHA1_1385.1.p1	CFAC1_140007500.1-p1	1129
CbWHA1_1386.1.p1	CFAC1_140007600.1-p1	500
CbWHA1_1387.1.p1	CFAC1_140007600.1-p1	271
CbWHA1_1388.1.p1	CFAC1_140008200.1-p1	420
CbWHA1_1389.1.p1	CFAC1_140008300.1-p1	815
CbWHA1_139.1.p1	CFAC1_290032400.1-p1	378
CbWHA1_1390.1.p1	CFAC1_140008600.1-p1	445
CbWHA1_1392.1.p1	CFAC1_140008800.1-p1	162
CbWHA1_1393.1.p1	CFAC1_140008900.1-p1	287
CbWHA1_1394.1.p1	CFAC1_140009000.1-p1	179
CbWHA1_1395.1.p1	CFAC1_140009100.1-p1	284
CbWHA1_1396.1.p1	CFAC1_140009200.1-p1	707
CbWHA1_1397.1.p1	CFAC1_140009300.1-p1	682
CbWHA1_1398.1.p1	CFAC1_140009400.1-p1	328
CbWHA1_1399.1.p1	CFAC1_140010100.1-p1	560
CbWHA1_14.1.p1	CFAC1_160030200.1-p1	334
CbWHA1_1400.1.p1	CFAC1_140010200.1-p1	838
CbWHA1_1401.1.p1	CFAC1_140010300.1-p1	1887
CbWHA1_1402.1.p1	CFAC1_140010400.1-p1	513
CbWHA1_1403.1.p1	CFAC1_140010600.1-p1	290
CbWHA1_1405.1.p1	CFAC1_140010800.1-p1	472
CbWHA1_1406.1.p1	CFAC1_140010900.1-p1	386
CbWHA1_1407.1.p1	CFAC1_140011100.1-p1	757
CbWHA1_1408.1.p1	CFAC1_140011400.1-p1	812
CbWHA1_1409.1.p1	CFAC1_140011900.1-p1	766
CbWHA1_141.1.p1	CFAC1_290031900.1-p1	1243
CbWHA1_1410.1.p1	CFAC1_140012000.1-p1	780
CbWHA1_1411.1.p1	CFAC1_140012100.1-p1	797
CbWHA1_1412.1.p1	CFAC1_140012300.1-p1	813
CbWHA1_1414.1.p1	CFAC1_140012600.1-p1	535
CbWHA1_1415.1.p1	CFAC1_140012700.1-p1	456
CbWHA1_1416.1.p1	CFAC1_140012900.1-p1	356
CbWHA1_1417.1.p1	CFAC1_140013300.1-p1	835
CbWHA1_142.1.p1	CFAC1_290032000.1-p1	743
CbWHA1_1420.1.p1	CFAC1_140013600.1-p1	1404
CbWHA1_1423.1.p1	CFAC1_140013800.1-p1	383
CbWHA1_1424.1.p1	CFAC1_140013900.1-p1	523
CbWHA1_1425.1.p1	CFAC1_140013900.1-p1	523
CbWHA1_1427.1.p1	CFAC1_140013900.1-p1	514
CbWHA1_1428.1.p1	CFAC1_140014200.1-p1	175
CbWHA1_1429.1.p1	CFAC1_140014300.1-p1	126
CbWHA1_143.1.p1	CFAC1_290032200.1-p1	303
CbWHA1_1430.1.p1	CFAC1_140014400.1-p1	1014
CbWHA1_1433.1.p1	CFAC1_140014700.1-p1	520
CbWHA1_1434.1.p1	CFAC1_140015000.1-p1	223
CbWHA1_1435.1.p1	CFAC1_140014800.1-p1	1324
CbWHA1_1436.1.p1	CFAC1_140014900.1-p1	1181
CbWHA1_144.1.p1	CFAC1_290032300.1-p1	567
CbWHA1_1447.1.p1	CFAC1_140015100.1-p1	887
CbWHA1_1448.1.p1	CFAC1_140015200.1-p1	371
CbWHA1_145.1.p1	CFAC1_220021000.1-p1	206
CbWHA1_1451.1.p1	CFAC1_140015900.1-p1	895
CbWHA1_1452.1.p1	CFAC1_140016000.1-p1	174
CbWHA1_1454.1.p1	CFAC1_140016200.1-p1	1059
CbWHA1_1455.1.p1	CFAC1_140016300.1-p1	373
CbWHA1_1456.1.p1	CFAC1_140016400.1-p1	436
CbWHA1_1457.1.p1	CFAC1_140016500.1-p1	543
CbWHA1_1458.1.p1	CFAC1_140016600.1-p1	671
CbWHA1_146.1.p1	CFAC1_290032700.1-p1	559
CbWHA1_1460.1.p1	CFAC1_140017000.1-p1	1681
CbWHA1_1462.1.p1	CFAC1_140017300.1-p1	1487
CbWHA1_1463.1.p1	CFAC1_140017400.1-p1	637
CbWHA1_1464.1.p1	CFAC1_140017600.1-p1	1019
CbWHA1_1465.1.p1	CFAC1_140017700.1-p1	355
CbWHA1_1466.1.p1	CFAC1_140017800.1-p1	1029
CbWHA1_1468.1.p1	CFAC1_140018100.1-p1	329
CbWHA1_1469.1.p1	CFAC1_140018200.1-p1	426
CbWHA1_147.1.p1	CFAC1_290032800.1-p1	321
CbWHA1_1470.1.p1	CFAC1_140018300.1-p1	1530
CbWHA1_1471.1.p1	CFAC1_140018400.1-p1	344
CbWHA1_1472.1.p1	CFAC1_140018500.1-p1	803
CbWHA1_1473.1.p1	CFAC1_140018600.1-p1	895
CbWHA1_1475.1.p1	CFAC1_140018800.1-p1	849
CbWHA1_1476.1.p1	CFAC1_140018900.1-p1	630
CbWHA1_1477.1.p1	CFAC1_140019000.1-p1	200
CbWHA1_1478.1.p1	CFAC1_140019100.1-p1	991
CbWHA1_148.1.p1	CFAC1_290032900.1-p1	614
CbWHA1_1480.1.p1	CFAC1_140019400.1-p1	47.8
CbWHA1_1481.1.p1	CFAC1_140019500.1-p1	939
CbWHA1_1483.1.p1	CFAC1_140019600.1-p1	2330
CbWHA1_1484.1.p1	CFAC1_140019700.1-p1	1860
CbWHA1_1486.1.p1	CFAC1_140020100.1-p1	1388
CbWHA1_1487.1.p1	CFAC1_140020200.1-p1	667
CbWHA1_1488.1.p1	CFAC1_140020300.1-p1	1011
CbWHA1_1489.1.p1	CFAC1_140020400.1-p1	386
CbWHA1_149.1.p1	CFAC1_290033000.1-p1	576
CbWHA1_1490.1.p1	CFAC1_140020500.1-p1	1327
CbWHA1_1491.1.p1	CFAC1_140020600.1-p1	576
CbWHA1_1492.1.p1	CFAC1_140020700.1-p1	435
CbWHA1_1493.1.p1	CFAC1_140020800.1-p1	1104
CbWHA1_1495.1.p1	CFAC1_140021100.1-p1	385
CbWHA1_1496.1.p1	CFAC1_140021200.1-p1	399
CbWHA1_1497.1.p1	CFAC1_140021300.1-p1	643
CbWHA1_1499.1.p1	CFAC1_140021500.1-p1	1325
CbWHA1_15.1.p1	CFAC1_160030000.1-p1	334
CbWHA1_150.1.p1	CFAC1_290033100.1-p1	4418
CbWHA1_1501.1.p1	CFAC1_140023100.1-p1	973
CbWHA1_1503.1.p1	CFAC1_140022900.1-p1	345
CbWHA1_1504.1.p1	CFAC1_140023000.1-p1	561
CbWHA1_1505.1.p1	CFAC1_140021500.1-p1	1325
CbWHA1_1506.1.p1	CFAC1_140021700.1-p1	1301
